cible_debit_J+0,cible_debit_J+1,cible_debit_J+2,cible_debit_J+3,cible_debit_J+4,cible_debit_J+5,cible_debit_J+6,cible_debit_J+7,cible_debit_J+8,cible_debit_J+9,cible_debit_J+10,cible_debit_J+11,cible_debit_J+12,cible_debit_J+13,cible_debit_J+14,cible_debit_J+15
1621.68979086874,1633.4057973727508,1697.1368209482396,1699.3675656343678,1789.6973757502228,1581.4674048993277,1707.7401098012076,1508.262819277041,1626.7232158154707,1571.9887605613515,1726.4417992553008,1607.7409257341458,1496.250939510933,1593.5656229225433,1565.4571923031465,1494.6393163996997
1633.4057973727508,1697.1368209482396,1699.3675656343678,1789.6973757502228,1581.4674048993277,1707.7401098012076,1508.262819277041,1626.7232158154707,1571.9887605613515,1726.4417992553008,1607.7409257341458,1496.250939510933,1593.5656229225433,1565.4571923031465,1494.6393163996997,1492.7880117411814
1697.1368209482396,1699.3675656343678,1789.6973757502228,1581.4674048993277,1707.7401098012076,1508.262819277041,1626.7232158154707,1571.9887605613515,1726.4417992553008,1607.7409257341458,1496.250939510933,1593.5656229225433,1565.4571923031465,1494.6393163996997,1492.7880117411814,1424.1924928182407
1699.3675656343678,1789.6973757502228,1581.4674048993277,1707.7401098012076,1508.262819277041,1626.7232158154707,1571.9887605613515,1726.4417992553008,1607.7409257341458,1496.250939510933,1593.5656229225433,1565.4571923031465,1494.6393163996997,1492.7880117411814,1424.1924928182407,1791.1023738168228
1789.6973757502228,1581.4674048993277,1707.7401098012076,1508.262819277041,1626.7232158154707,1571.9887605613515,1726.4417992553008,1607.7409257341458,1496.250939510933,1593.5656229225433,1565.4571923031465,1494.6393163996997,1492.7880117411814,1424.1924928182407,1791.1023738168228,1526.1076757724293
1581.4674048993277,1707.7401098012076,1508.262819277041,1626.7232158154707,1571.9887605613515,1726.4417992553008,1607.7409257341458,1496.250939510933,1593.5656229225433,1565.4571923031465,1494.6393163996997,1492.7880117411814,1424.1924928182407,1791.1023738168228,1526.1076757724293,1607.6727855920199
1707.7401098012076,1508.262819277041,1626.7232158154707,1571.9887605613515,1726.4417992553008,1607.7409257341458,1496.250939510933,1593.5656229225433,1565.4571923031465,1494.6393163996997,1492.7880117411814,1424.1924928182407,1791.1023738168228,1526.1076757724293,1607.6727855920199,1391.7406022758817
1508.262819277041,1626.7232158154707,1571.9887605613515,1726.4417992553008,1607.7409257341458,1496.250939510933,1593.5656229225433,1565.4571923031465,1494.6393163996997,1492.7880117411814,1424.1924928182407,1791.1023738168228,1526.1076757724293,1607.6727855920199,1391.7406022758817,1398.2281998137164
1626.7232158154707,1571.9887605613515,1726.4417992553008,1607.7409257341458,1496.250939510933,1593.5656229225433,1565.4571923031465,1494.6393163996997,1492.7880117411814,1424.1924928182407,1791.1023738168228,1526.1076757724293,1607.6727855920199,1391.7406022758817,1398.2281998137164,1490.4456534223787
1571.9887605613515,1726.4417992553008,1607.7409257341458,1496.250939510933,1593.5656229225433,1565.4571923031465,1494.6393163996997,1492.7880117411814,1424.1924928182407,1791.1023738168228,1526.1076757724293,1607.6727855920199,1391.7406022758817,1398.2281998137164,1490.4456534223787,1490.2679156005063
1726.4417992553008,1607.7409257341458,1496.250939510933,1593.5656229225433,1565.4571923031465,1494.6393163996997,1492.7880117411814,1424.1924928182407,1791.1023738168228,1526.1076757724293,1607.6727855920199,1391.7406022758817,1398.2281998137164,1490.4456534223787,1490.2679156005063,1585.2211688159748
1607.7409257341458,1496.250939510933,1593.5656229225433,1565.4571923031465,1494.6393163996997,1492.7880117411814,1424.1924928182407,1791.1023738168228,1526.1076757724293,1607.6727855920199,1391.7406022758817,1398.2281998137164,1490.4456534223787,1490.2679156005063,1585.2211688159748,1404.8778980767895
1496.250939510933,1593.5656229225433,1565.4571923031465,1494.6393163996997,1492.7880117411814,1424.1924928182407,1791.1023738168228,1526.1076757724293,1607.6727855920199,1391.7406022758817,1398.2281998137164,1490.4456534223787,1490.2679156005063,1585.2211688159748,1404.8778980767895,1559.9526671295216
1593.5656229225433,1565.4571923031465,1494.6393163996997,1492.7880117411814,1424.1924928182407,1791.1023738168228,1526.1076757724293,1607.6727855920199,1391.7406022758817,1398.2281998137164,1490.4456534223787,1490.2679156005063,1585.2211688159748,1404.8778980767895,1559.9526671295216,1658.6364419046124
1565.4571923031465,1494.6393163996997,1492.7880117411814,1424.1924928182407,1791.1023738168228,1526.1076757724293,1607.6727855920199,1391.7406022758817,1398.2281998137164,1490.4456534223787,1490.2679156005063,1585.2211688159748,1404.8778980767895,1559.9526671295216,1658.6364419046124,1417.2968410087801
1494.6393163996997,1492.7880117411814,1424.1924928182407,1791.1023738168228,1526.1076757724293,1607.6727855920199,1391.7406022758817,1398.2281998137164,1490.4456534223787,1490.2679156005063,1585.2211688159748,1404.8778980767895,1559.9526671295216,1658.6364419046124,1417.2968410087801,1601.7307629776492
1492.7880117411814,1424.1924928182407,1791.1023738168228,1526.1076757724293,1607.6727855920199,1391.7406022758817,1398.2281998137164,1490.4456534223787,1490.2679156005063,1585.2211688159748,1404.8778980767895,1559.9526671295216,1658.6364419046124,1417.2968410087801,1601.7307629776492,1417.1596660283994
1424.1924928182407,1791.1023738168228,1526.1076757724293,1607.6727855920199,1391.7406022758817,1398.2281998137164,1490.4456534223787,1490.2679156005063,1585.2211688159748,1404.8778980767895,1559.9526671295216,1658.6364419046124,1417.2968410087801,1601.7307629776492,1417.1596660283994,1550.7528897463735
1791.1023738168228,1526.1076757724293,1607.6727855920199,1391.7406022758817,1398.2281998137164,1490.4456534223787,1490.2679156005063,1585.2211688159748,1404.8778980767895,1559.9526671295216,1658.6364419046124,1417.2968410087801,1601.7307629776492,1417.1596660283994,1550.7528897463735,1555.8226043431364
1526.1076757724293,1607.6727855920199,1391.7406022758817,1398.2281998137164,1490.4456534223787,1490.2679156005063,1585.2211688159748,1404.8778980767895,1559.9526671295216,1658.6364419046124,1417.2968410087801,1601.7307629776492,1417.1596660283994,1550.7528897463735,1555.8226043431364,1697.0198021476845
1607.6727855920199,1391.7406022758817,1398.2281998137164,1490.4456534223787,1490.2679156005063,1585.2211688159748,1404.8778980767895,1559.9526671295216,1658.6364419046124,1417.2968410087801,1601.7307629776492,1417.1596660283994,1550.7528897463735,1555.8226043431364,1697.0198021476845,1458.4337141992505
1391.7406022758817,1398.2281998137164,1490.4456534223787,1490.2679156005063,1585.2211688159748,1404.8778980767895,1559.9526671295216,1658.6364419046124,1417.2968410087801,1601.7307629776492,1417.1596660283994,1550.7528897463735,1555.8226043431364,1697.0198021476845,1458.4337141992505,1549.0018727366873
1398.2281998137164,1490.4456534223787,1490.2679156005063,1585.2211688159748,1404.8778980767895,1559.9526671295216,1658.6364419046124,1417.2968410087801,1601.7307629776492,1417.1596660283994,1550.7528897463735,1555.8226043431364,1697.0198021476845,1458.4337141992505,1549.0018727366873,1641.6293899042605
1490.4456534223787,1490.2679156005063,1585.2211688159748,1404.8778980767895,1559.9526671295216,1658.6364419046124,1417.2968410087801,1601.7307629776492,1417.1596660283994,1550.7528897463735,1555.8226043431364,1697.0198021476845,1458.4337141992505,1549.0018727366873,1641.6293899042605,1425.5880410352652
1490.2679156005063,1585.2211688159748,1404.8778980767895,1559.9526671295216,1658.6364419046124,1417.2968410087801,1601.7307629776492,1417.1596660283994,1550.7528897463735,1555.8226043431364,1697.0198021476845,1458.4337141992505,1549.0018727366873,1641.6293899042605,1425.5880410352652,1547.8443977883587
1585.2211688159748,1404.8778980767895,1559.9526671295216,1658.6364419046124,1417.2968410087801,1601.7307629776492,1417.1596660283994,1550.7528897463735,1555.8226043431364,1697.0198021476845,1458.4337141992505,1549.0018727366873,1641.6293899042605,1425.5880410352652,1547.8443977883587,1468.1319878397387
1404.8778980767895,1559.9526671295216,1658.6364419046124,1417.2968410087801,1601.7307629776492,1417.1596660283994,1550.7528897463735,1555.8226043431364,1697.0198021476845,1458.4337141992505,1549.0018727366873,1641.6293899042605,1425.5880410352652,1547.8443977883587,1468.1319878397387,1491.7569221554052
1559.9526671295216,1658.6364419046124,1417.2968410087801,1601.7307629776492,1417.1596660283994,1550.7528897463735,1555.8226043431364,1697.0198021476845,1458.4337141992505,1549.0018727366873,1641.6293899042605,1425.5880410352652,1547.8443977883587,1468.1319878397387,1491.7569221554052,1637.3952670901153
1658.6364419046124,1417.2968410087801,1601.7307629776492,1417.1596660283994,1550.7528897463735,1555.8226043431364,1697.0198021476845,1458.4337141992505,1549.0018727366873,1641.6293899042605,1425.5880410352652,1547.8443977883587,1468.1319878397387,1491.7569221554052,1637.3952670901153,1646.9260606445698
1417.2968410087801,1601.7307629776492,1417.1596660283994,1550.7528897463735,1555.8226043431364,1697.0198021476845,1458.4337141992505,1549.0018727366873,1641.6293899042605,1425.5880410352652,1547.8443977883587,1468.1319878397387,1491.7569221554052,1637.3952670901153,1646.9260606445698,1842.7397347148333
1601.7307629776492,1417.1596660283994,1550.7528897463735,1555.8226043431364,1697.0198021476845,1458.4337141992505,1549.0018727366873,1641.6293899042605,1425.5880410352652,1547.8443977883587,1468.1319878397387,1491.7569221554052,1637.3952670901153,1646.9260606445698,1842.7397347148333,1731.195090538523
1417.1596660283994,1550.7528897463735,1555.8226043431364,1697.0198021476845,1458.4337141992505,1549.0018727366873,1641.6293899042605,1425.5880410352652,1547.8443977883587,1468.1319878397387,1491.7569221554052,1637.3952670901153,1646.9260606445698,1842.7397347148333,1731.195090538523,1731.3272387735976
1550.7528897463735,1555.8226043431364,1697.0198021476845,1458.4337141992505,1549.0018727366873,1641.6293899042605,1425.5880410352652,1547.8443977883587,1468.1319878397387,1491.7569221554052,1637.3952670901153,1646.9260606445698,1842.7397347148333,1731.195090538523,1731.3272387735976,1595.0644744162496
1555.8226043431364,1697.0198021476845,1458.4337141992505,1549.0018727366873,1641.6293899042605,1425.5880410352652,1547.8443977883587,1468.1319878397387,1491.7569221554052,1637.3952670901153,1646.9260606445698,1842.7397347148333,1731.195090538523,1731.3272387735976,1595.0644744162496,1591.4145349584621
1697.0198021476845,1458.4337141992505,1549.0018727366873,1641.6293899042605,1425.5880410352652,1547.8443977883587,1468.1319878397387,1491.7569221554052,1637.3952670901153,1646.9260606445698,1842.7397347148333,1731.195090538523,1731.3272387735976,1595.0644744162496,1591.4145349584621,1645.284113511781
1458.4337141992505,1549.0018727366873,1641.6293899042605,1425.5880410352652,1547.8443977883587,1468.1319878397387,1491.7569221554052,1637.3952670901153,1646.9260606445698,1842.7397347148333,1731.195090538523,1731.3272387735976,1595.0644744162496,1591.4145349584621,1645.284113511781,1414.5867906631454
1549.0018727366873,1641.6293899042605,1425.5880410352652,1547.8443977883587,1468.1319878397387,1491.7569221554052,1637.3952670901153,1646.9260606445698,1842.7397347148333,1731.195090538523,1731.3272387735976,1595.0644744162496,1591.4145349584621,1645.284113511781,1414.5867906631454,1818.7237322278913
1641.6293899042605,1425.5880410352652,1547.8443977883587,1468.1319878397387,1491.7569221554052,1637.3952670901153,1646.9260606445698,1842.7397347148333,1731.195090538523,1731.3272387735976,1595.0644744162496,1591.4145349584621,1645.284113511781,1414.5867906631454,1818.7237322278913,1597.169397581895
1425.5880410352652,1547.8443977883587,1468.1319878397387,1491.7569221554052,1637.3952670901153,1646.9260606445698,1842.7397347148333,1731.195090538523,1731.3272387735976,1595.0644744162496,1591.4145349584621,1645.284113511781,1414.5867906631454,1818.7237322278913,1597.169397581895,1569.897108621174
1547.8443977883587,1468.1319878397387,1491.7569221554052,1637.3952670901153,1646.9260606445698,1842.7397347148333,1731.195090538523,1731.3272387735976,1595.0644744162496,1591.4145349584621,1645.284113511781,1414.5867906631454,1818.7237322278913,1597.169397581895,1569.897108621174,1642.1147605128053
1468.1319878397387,1491.7569221554052,1637.3952670901153,1646.9260606445698,1842.7397347148333,1731.195090538523,1731.3272387735976,1595.0644744162496,1591.4145349584621,1645.284113511781,1414.5867906631454,1818.7237322278913,1597.169397581895,1569.897108621174,1642.1147605128053,1787.8391168291337
1491.7569221554052,1637.3952670901153,1646.9260606445698,1842.7397347148333,1731.195090538523,1731.3272387735976,1595.0644744162496,1591.4145349584621,1645.284113511781,1414.5867906631454,1818.7237322278913,1597.169397581895,1569.897108621174,1642.1147605128053,1787.8391168291337,1837.4448057746274
1637.3952670901153,1646.9260606445698,1842.7397347148333,1731.195090538523,1731.3272387735976,1595.0644744162496,1591.4145349584621,1645.284113511781,1414.5867906631454,1818.7237322278913,1597.169397581895,1569.897108621174,1642.1147605128053,1787.8391168291337,1837.4448057746274,1688.598995350343
1646.9260606445698,1842.7397347148333,1731.195090538523,1731.3272387735976,1595.0644744162496,1591.4145349584621,1645.284113511781,1414.5867906631454,1818.7237322278913,1597.169397581895,1569.897108621174,1642.1147605128053,1787.8391168291337,1837.4448057746274,1688.598995350343,1783.4448825598415
1842.7397347148333,1731.195090538523,1731.3272387735976,1595.0644744162496,1591.4145349584621,1645.284113511781,1414.5867906631454,1818.7237322278913,1597.169397581895,1569.897108621174,1642.1147605128053,1787.8391168291337,1837.4448057746274,1688.598995350343,1783.4448825598415,1748.0635795723285
1731.195090538523,1731.3272387735976,1595.0644744162496,1591.4145349584621,1645.284113511781,1414.5867906631454,1818.7237322278913,1597.169397581895,1569.897108621174,1642.1147605128053,1787.8391168291337,1837.4448057746274,1688.598995350343,1783.4448825598415,1748.0635795723285,1668.4635125929517
1731.3272387735976,1595.0644744162496,1591.4145349584621,1645.284113511781,1414.5867906631454,1818.7237322278913,1597.169397581895,1569.897108621174,1642.1147605128053,1787.8391168291337,1837.4448057746274,1688.598995350343,1783.4448825598415,1748.0635795723285,1668.4635125929517,1799.7655161672888
1595.0644744162496,1591.4145349584621,1645.284113511781,1414.5867906631454,1818.7237322278913,1597.169397581895,1569.897108621174,1642.1147605128053,1787.8391168291337,1837.4448057746274,1688.598995350343,1783.4448825598415,1748.0635795723285,1668.4635125929517,1799.7655161672888,1800.5919588059903
1591.4145349584621,1645.284113511781,1414.5867906631454,1818.7237322278913,1597.169397581895,1569.897108621174,1642.1147605128053,1787.8391168291337,1837.4448057746274,1688.598995350343,1783.4448825598415,1748.0635795723285,1668.4635125929517,1799.7655161672888,1800.5919588059903,1659.5000872658632
1645.284113511781,1414.5867906631454,1818.7237322278913,1597.169397581895,1569.897108621174,1642.1147605128053,1787.8391168291337,1837.4448057746274,1688.598995350343,1783.4448825598415,1748.0635795723285,1668.4635125929517,1799.7655161672888,1800.5919588059903,1659.5000872658632,1939.0836895406403
1414.5867906631454,1818.7237322278913,1597.169397581895,1569.897108621174,1642.1147605128053,1787.8391168291337,1837.4448057746274,1688.598995350343,1783.4448825598415,1748.0635795723285,1668.4635125929517,1799.7655161672888,1800.5919588059903,1659.5000872658632,1939.0836895406403,1688.0250669935515
1818.7237322278913,1597.169397581895,1569.897108621174,1642.1147605128053,1787.8391168291337,1837.4448057746274,1688.598995350343,1783.4448825598415,1748.0635795723285,1668.4635125929517,1799.7655161672888,1800.5919588059903,1659.5000872658632,1939.0836895406403,1688.0250669935515,1885.0471676840477
1597.169397581895,1569.897108621174,1642.1147605128053,1787.8391168291337,1837.4448057746274,1688.598995350343,1783.4448825598415,1748.0635795723285,1668.4635125929517,1799.7655161672888,1800.5919588059903,1659.5000872658632,1939.0836895406403,1688.0250669935515,1885.0471676840477,1773.4850539744734
1569.897108621174,1642.1147605128053,1787.8391168291337,1837.4448057746274,1688.598995350343,1783.4448825598415,1748.0635795723285,1668.4635125929517,1799.7655161672888,1800.5919588059903,1659.5000872658632,1939.0836895406403,1688.0250669935515,1885.0471676840477,1773.4850539744734,1814.2461336008446
1642.1147605128053,1787.8391168291337,1837.4448057746274,1688.598995350343,1783.4448825598415,1748.0635795723285,1668.4635125929517,1799.7655161672888,1800.5919588059903,1659.5000872658632,1939.0836895406403,1688.0250669935515,1885.0471676840477,1773.4850539744734,1814.2461336008446,1842.921119224669
1787.8391168291337,1837.4448057746274,1688.598995350343,1783.4448825598415,1748.0635795723285,1668.4635125929517,1799.7655161672888,1800.5919588059903,1659.5000872658632,1939.0836895406403,1688.0250669935515,1885.0471676840477,1773.4850539744734,1814.2461336008446,1842.921119224669,2001.485166411954
1837.4448057746274,1688.598995350343,1783.4448825598415,1748.0635795723285,1668.4635125929517,1799.7655161672888,1800.5919588059903,1659.5000872658632,1939.0836895406403,1688.0250669935515,1885.0471676840477,1773.4850539744734,1814.2461336008446,1842.921119224669,2001.485166411954,1823.7111668377067
1688.598995350343,1783.4448825598415,1748.0635795723285,1668.4635125929517,1799.7655161672888,1800.5919588059903,1659.5000872658632,1939.0836895406403,1688.0250669935515,1885.0471676840477,1773.4850539744734,1814.2461336008446,1842.921119224669,2001.485166411954,1823.7111668377067,1948.5360267472106
1783.4448825598415,1748.0635795723285,1668.4635125929517,1799.7655161672888,1800.5919588059903,1659.5000872658632,1939.0836895406403,1688.0250669935515,1885.0471676840477,1773.4850539744734,1814.2461336008446,1842.921119224669,2001.485166411954,1823.7111668377067,1948.5360267472106,2141.5612524915714
1748.0635795723285,1668.4635125929517,1799.7655161672888,1800.5919588059903,1659.5000872658632,1939.0836895406403,1688.0250669935515,1885.0471676840477,1773.4850539744734,1814.2461336008446,1842.921119224669,2001.485166411954,1823.7111668377067,1948.5360267472106,2141.5612524915714,1935.8175200569267
1668.4635125929517,1799.7655161672888,1800.5919588059903,1659.5000872658632,1939.0836895406403,1688.0250669935515,1885.0471676840477,1773.4850539744734,1814.2461336008446,1842.921119224669,2001.485166411954,1823.7111668377067,1948.5360267472106,2141.5612524915714,1935.8175200569267,2021.5854781822115
1799.7655161672888,1800.5919588059903,1659.5000872658632,1939.0836895406403,1688.0250669935515,1885.0471676840477,1773.4850539744734,1814.2461336008446,1842.921119224669,2001.485166411954,1823.7111668377067,1948.5360267472106,2141.5612524915714,1935.8175200569267,2021.5854781822115,2110.8414242085664
1800.5919588059903,1659.5000872658632,1939.0836895406403,1688.0250669935515,1885.0471676840477,1773.4850539744734,1814.2461336008446,1842.921119224669,2001.485166411954,1823.7111668377067,1948.5360267472106,2141.5612524915714,1935.8175200569267,2021.5854781822115,2110.8414242085664,2006.0555871742004
1659.5000872658632,1939.0836895406403,1688.0250669935515,1885.0471676840477,1773.4850539744734,1814.2461336008446,1842.921119224669,2001.485166411954,1823.7111668377067,1948.5360267472106,2141.5612524915714,1935.8175200569267,2021.5854781822115,2110.8414242085664,2006.0555871742004,2132.076908043474
1939.0836895406403,1688.0250669935515,1885.0471676840477,1773.4850539744734,1814.2461336008446,1842.921119224669,2001.485166411954,1823.7111668377067,1948.5360267472106,2141.5612524915714,1935.8175200569267,2021.5854781822115,2110.8414242085664,2006.0555871742004,2132.076908043474,2038.9536260386235
1688.0250669935515,1885.0471676840477,1773.4850539744734,1814.2461336008446,1842.921119224669,2001.485166411954,1823.7111668377067,1948.5360267472106,2141.5612524915714,1935.8175200569267,2021.5854781822115,2110.8414242085664,2006.0555871742004,2132.076908043474,2038.9536260386235,2195.797145961439
1885.0471676840477,1773.4850539744734,1814.2461336008446,1842.921119224669,2001.485166411954,1823.7111668377067,1948.5360267472106,2141.5612524915714,1935.8175200569267,2021.5854781822115,2110.8414242085664,2006.0555871742004,2132.076908043474,2038.9536260386235,2195.797145961439,2153.090758064456
1773.4850539744734,1814.2461336008446,1842.921119224669,2001.485166411954,1823.7111668377067,1948.5360267472106,2141.5612524915714,1935.8175200569267,2021.5854781822115,2110.8414242085664,2006.0555871742004,2132.076908043474,2038.9536260386235,2195.797145961439,2153.090758064456,2074.5221243207534
1814.2461336008446,1842.921119224669,2001.485166411954,1823.7111668377067,1948.5360267472106,2141.5612524915714,1935.8175200569267,2021.5854781822115,2110.8414242085664,2006.0555871742004,2132.076908043474,2038.9536260386235,2195.797145961439,2153.090758064456,2074.5221243207534,2330.61606519204
1842.921119224669,2001.485166411954,1823.7111668377067,1948.5360267472106,2141.5612524915714,1935.8175200569267,2021.5854781822115,2110.8414242085664,2006.0555871742004,2132.076908043474,2038.9536260386235,2195.797145961439,2153.090758064456,2074.5221243207534,2330.61606519204,2202.0099321981866
2001.485166411954,1823.7111668377067,1948.5360267472106,2141.5612524915714,1935.8175200569267,2021.5854781822115,2110.8414242085664,2006.0555871742004,2132.076908043474,2038.9536260386235,2195.797145961439,2153.090758064456,2074.5221243207534,2330.61606519204,2202.0099321981866,2205.5450320257737
1823.7111668377067,1948.5360267472106,2141.5612524915714,1935.8175200569267,2021.5854781822115,2110.8414242085664,2006.0555871742004,2132.076908043474,2038.9536260386235,2195.797145961439,2153.090758064456,2074.5221243207534,2330.61606519204,2202.0099321981866,2205.5450320257737,2163.308885526897
1948.5360267472106,2141.5612524915714,1935.8175200569267,2021.5854781822115,2110.8414242085664,2006.0555871742004,2132.076908043474,2038.9536260386235,2195.797145961439,2153.090758064456,2074.5221243207534,2330.61606519204,2202.0099321981866,2205.5450320257737,2163.308885526897,2231.270529997474
2141.5612524915714,1935.8175200569267,2021.5854781822115,2110.8414242085664,2006.0555871742004,2132.076908043474,2038.9536260386235,2195.797145961439,2153.090758064456,2074.5221243207534,2330.61606519204,2202.0099321981866,2205.5450320257737,2163.308885526897,2231.270529997474,2291.3252642959114
1935.8175200569267,2021.5854781822115,2110.8414242085664,2006.0555871742004,2132.076908043474,2038.9536260386235,2195.797145961439,2153.090758064456,2074.5221243207534,2330.61606519204,2202.0099321981866,2205.5450320257737,2163.308885526897,2231.270529997474,2291.3252642959114,2341.0514886878022
2021.5854781822115,2110.8414242085664,2006.0555871742004,2132.076908043474,2038.9536260386235,2195.797145961439,2153.090758064456,2074.5221243207534,2330.61606519204,2202.0099321981866,2205.5450320257737,2163.308885526897,2231.270529997474,2291.3252642959114,2341.0514886878022,2456.779003727111
2110.8414242085664,2006.0555871742004,2132.076908043474,2038.9536260386235,2195.797145961439,2153.090758064456,2074.5221243207534,2330.61606519204,2202.0099321981866,2205.5450320257737,2163.308885526897,2231.270529997474,2291.3252642959114,2341.0514886878022,2456.779003727111,2238.429880944582
2006.0555871742004,2132.076908043474,2038.9536260386235,2195.797145961439,2153.090758064456,2074.5221243207534,2330.61606519204,2202.0099321981866,2205.5450320257737,2163.308885526897,2231.270529997474,2291.3252642959114,2341.0514886878022,2456.779003727111,2238.429880944582,2358.763830145846
2132.076908043474,2038.9536260386235,2195.797145961439,2153.090758064456,2074.5221243207534,2330.61606519204,2202.0099321981866,2205.5450320257737,2163.308885526897,2231.270529997474,2291.3252642959114,2341.0514886878022,2456.779003727111,2238.429880944582,2358.763830145846,2536.979278376157
2038.9536260386235,2195.797145961439,2153.090758064456,2074.5221243207534,2330.61606519204,2202.0099321981866,2205.5450320257737,2163.308885526897,2231.270529997474,2291.3252642959114,2341.0514886878022,2456.779003727111,2238.429880944582,2358.763830145846,2536.979278376157,2459.365403481941
2195.797145961439,2153.090758064456,2074.5221243207534,2330.61606519204,2202.0099321981866,2205.5450320257737,2163.308885526897,2231.270529997474,2291.3252642959114,2341.0514886878022,2456.779003727111,2238.429880944582,2358.763830145846,2536.979278376157,2459.365403481941,2506.0032771570213
2153.090758064456,2074.5221243207534,2330.61606519204,2202.0099321981866,2205.5450320257737,2163.308885526897,2231.270529997474,2291.3252642959114,2341.0514886878022,2456.779003727111,2238.429880944582,2358.763830145846,2536.979278376157,2459.365403481941,2506.0032771570213,2648.646084914999
2074.5221243207534,2330.61606519204,2202.0099321981866,2205.5450320257737,2163.308885526897,2231.270529997474,2291.3252642959114,2341.0514886878022,2456.779003727111,2238.429880944582,2358.763830145846,2536.979278376157,2459.365403481941,2506.0032771570213,2648.646084914999,2547.4058010362637
2330.61606519204,2202.0099321981866,2205.5450320257737,2163.308885526897,2231.270529997474,2291.3252642959114,2341.0514886878022,2456.779003727111,2238.429880944582,2358.763830145846,2536.979278376157,2459.365403481941,2506.0032771570213,2648.646084914999,2547.4058010362637,2584.7441000708077
2202.0099321981866,2205.5450320257737,2163.308885526897,2231.270529997474,2291.3252642959114,2341.0514886878022,2456.779003727111,2238.429880944582,2358.763830145846,2536.979278376157,2459.365403481941,2506.0032771570213,2648.646084914999,2547.4058010362637,2584.7441000708077,2558.619141657858
2205.5450320257737,2163.308885526897,2231.270529997474,2291.3252642959114,2341.0514886878022,2456.779003727111,2238.429880944582,2358.763830145846,2536.979278376157,2459.365403481941,2506.0032771570213,2648.646084914999,2547.4058010362637,2584.7441000708077,2558.619141657858,2764.1963419512876
2163.308885526897,2231.270529997474,2291.3252642959114,2341.0514886878022,2456.779003727111,2238.429880944582,2358.763830145846,2536.979278376157,2459.365403481941,2506.0032771570213,2648.646084914999,2547.4058010362637,2584.7441000708077,2558.619141657858,2764.1963419512876,2717.2707107407855
2231.270529997474,2291.3252642959114,2341.0514886878022,2456.779003727111,2238.429880944582,2358.763830145846,2536.979278376157,2459.365403481941,2506.0032771570213,2648.646084914999,2547.4058010362637,2584.7441000708077,2558.619141657858,2764.1963419512876,2717.2707107407855,2565.080753856401
2291.3252642959114,2341.0514886878022,2456.779003727111,2238.429880944582,2358.763830145846,2536.979278376157,2459.365403481941,2506.0032771570213,2648.646084914999,2547.4058010362637,2584.7441000708077,2558.619141657858,2764.1963419512876,2717.2707107407855,2565.080753856401,2717.098094313593
2341.0514886878022,2456.779003727111,2238.429880944582,2358.763830145846,2536.979278376157,2459.365403481941,2506.0032771570213,2648.646084914999,2547.4058010362637,2584.7441000708077,2558.619141657858,2764.1963419512876,2717.2707107407855,2565.080753856401,2717.098094313593,2572.577492160405
2456.779003727111,2238.429880944582,2358.763830145846,2536.979278376157,2459.365403481941,2506.0032771570213,2648.646084914999,2547.4058010362637,2584.7441000708077,2558.619141657858,2764.1963419512876,2717.2707107407855,2565.080753856401,2717.098094313593,2572.577492160405,2821.349761563741
2238.429880944582,2358.763830145846,2536.979278376157,2459.365403481941,2506.0032771570213,2648.646084914999,2547.4058010362637,2584.7441000708077,2558.619141657858,2764.1963419512876,2717.2707107407855,2565.080753856401,2717.098094313593,2572.577492160405,2821.349761563741,2805.0878767272625
2358.763830145846,2536.979278376157,2459.365403481941,2506.0032771570213,2648.646084914999,2547.4058010362637,2584.7441000708077,2558.619141657858,2764.1963419512876,2717.2707107407855,2565.080753856401,2717.098094313593,2572.577492160405,2821.349761563741,2805.0878767272625,2747.305483381777
2536.979278376157,2459.365403481941,2506.0032771570213,2648.646084914999,2547.4058010362637,2584.7441000708077,2558.619141657858,2764.1963419512876,2717.2707107407855,2565.080753856401,2717.098094313593,2572.577492160405,2821.349761563741,2805.0878767272625,2747.305483381777,2748.542794068585
2459.365403481941,2506.0032771570213,2648.646084914999,2547.4058010362637,2584.7441000708077,2558.619141657858,2764.1963419512876,2717.2707107407855,2565.080753856401,2717.098094313593,2572.577492160405,2821.349761563741,2805.0878767272625,2747.305483381777,2748.542794068585,2634.7259589280993
2506.0032771570213,2648.646084914999,2547.4058010362637,2584.7441000708077,2558.619141657858,2764.1963419512876,2717.2707107407855,2565.080753856401,2717.098094313593,2572.577492160405,2821.349761563741,2805.0878767272625,2747.305483381777,2748.542794068585,2634.7259589280993,2916.1364666128825
2648.646084914999,2547.4058010362637,2584.7441000708077,2558.619141657858,2764.1963419512876,2717.2707107407855,2565.080753856401,2717.098094313593,2572.577492160405,2821.349761563741,2805.0878767272625,2747.305483381777,2748.542794068585,2634.7259589280993,2916.1364666128825,2853.668072868058
2547.4058010362637,2584.7441000708077,2558.619141657858,2764.1963419512876,2717.2707107407855,2565.080753856401,2717.098094313593,2572.577492160405,2821.349761563741,2805.0878767272625,2747.305483381777,2748.542794068585,2634.7259589280993,2916.1364666128825,2853.668072868058,2859.8647339294753
